problem,0,1,2,3
 Mr. Rogers sent the client a letter to ---------- his gratitude for agreeing to use the company’s services.  , expressing, expression, expressive, express
" The director wanted to buy a new air conditioner next month, ------- his employees said they need one now. ", so, nor, but, and
" When Elena arrived at the office building’s parking lot,    -------- space was taken up by another vehicle.  ", she, her, herself, hers
 The agent at the gate --------- announced to the passengers that the flight from San Diego had been cancelled.  , regret, regretfully, regretful, regrets
 The tenant was asked to provide some ------- of whether or not he planned to extend his lease. , indicate, indicates, indication, indicative
" When Sara called to inquire about the bank teller position, she was informed that it had -------- been filled.  ", then, yet, already, once
 Patients at the Richmond Clinic are -------- contacted once a year to schedule physical exams.  , primarily, regularly, remotely, realistically
" The Attendor Phone system has been ------- created for elderly people living alone, and includes several safety features. ", literally, specially, extensively, respectfully
 Company representatives will ------ product brochures to attendees at the upcoming trade fair.  , consult, divide, collect, distribute
 Conditions in the factory plant were --------- improved after the new floor manager was hired.  , noticeably, more, noticeable, most
" The release of a second, larger type of smart phone almost doubled ------- last year for Dracona Communications. ", profits, profiting, profitable, profitably
 Employees wishing to take a sick day must -------- their supervisors as soon as possible in the morning.  , notify, notification, notifying, notified
 The speaker handed out -------- materials that workshop participants could refer to at their own convenience.  , supplementary, inconsequential, permissible, selective
 Greg has decided to run in this afternoon’s race ------- he has not completely recovered from his ankle injury. , whereas, in, even, regardless
" -------- the summer months, the Okanagan Valley in Canada attracts a large number of tourists. ", When, Throughout, Then, Still
" ------- an order is received at the sales department, notification to process it is sent to the warehouse. ", Prior, After, Soon, Later
" Ms. Fincher comes highly ----------- by all her former employers, who say she is hard-working and intelligent. ", recommended, conceived, invited, explained
 All employees -------- staff in the reception area are required to proceed to the meeting room. , apart, however, even, instead
" As the reception is an --------- event, casual clothing is acceptable for all those in attendance.  ", informal, annual, appropriate, eligible
" Guests of the Cose Hotel may ------- themselves to our complimentary amenities, including coffee and bathroom items. ", set, help, take, enjoy
 Accommodations and flight tickets -------- for the executives travelling to Singapore for the convention.  , to, arranging, are, to
 Make sure to -------- change the batteries in smoke detectors so that they are always functional.  , obviously, consistently, comprehensively, strategically
" Because the movie Action Man is so popular, the box office ------- the number of tickets one person can buy to four. ", is, has, was, has
 Tenants may ------- the maintenance department about any needed repairs in their apartments. , contact, communicate, talk, bring
 The piano instructor said that pupils should attempt to    -------- the instrument for one hour at least three times a week.  , educate, practice, maintain, adjust
 The department head made several ------- to the financial report before presenting the final version to the executive board. , reviews, revisions, revelations, recognitions
 The technician said he would --------- the problem with the malfunctioning air-conditioner after lunch.  , take, look, browse, see
 Consumer spending habits have -------- improved ever since the state government lowered retail taxes.  , notice, noticed, noticeable, noticeably
" Ms. Jenkins, ------- the position of marketing director, had to quickly get used to position of director and learn how to balance the interests of both her staff and her supervisors. ", accepted, had, to, having
" Mobil-Mart advertises its unbeatably low prices, with mobile phones being sold for -------- $80. ", as, at, as, at
 ------- of necessities such as food and water was the government’s top priority for assisting residents of the storm-damaged area.  , Delegation, Development, Provision, Prescription
 Jim had ------- started for work when his wife called to tell him he had forgotten his briefcase at home. , firmly, hardly, recently, severely
" -------- the beginning, the transport firm failed to make a profit but it experienced dramatic growth during its third year in business.  ", Apart, In, Besides, Onto
 Centurian Cookware released a range of kitchen utensils  -------- by numerous chefs and other well-known personalities in the restaurant industry.  , targeted, endorsed, appointed, approached
" Many doctors choose to ------- in the medical study of diseases such as cancer, though it sometimes means making less money. ", focus, specify, specialize, concentrate
 The inspector noted several problematic areas -------- safety on the factory floor in her report.  , concerns, concerning, concerned, concern
" Prices listed for Carlton Travel’s upcoming tour packages to Southeast Asia are --------- taxes and fuel surcharges, which will be added to the total amount. ", exclusive, instead, in, regardless
" The rain is expected to continue through the weekend,    ------- Monday should be clear and sunny, with a high of 21 degrees. ", until, as, after, at
" --------- Mr. Warner had insufficient capital to open his own offices, he took on two investors who provided the necessary funds. ", Because, Therefore, Furthermore, Even
 The current city council members have been ------- by local residents for their environmental initiatives.  , astounded, gratified, praised, entertained
