problem,0,1,2,3
 A number of students at my daughter's high school have not decided yet whether they ------- college degrees. , obtain, obtaining, to, will
 Many voters were ------- that the mayoral candidate was not suitable for the job. , elected, suspected, convinced, deliberated
 One of the lecturers that was asked to speak at the upcoming seminar has ------- declined the invitation. , respect, respected, respectful, respectfully
 Many experts have found that money alone does not provide employees with sufficient ------- to excel at their jobs. , incentive, challenge, stability, evidence
 Ushers stood by the building entrance to greet participants and direct ------- toward the conference hall. , they, them, their, themselves
 First-class passengers ------- to board flight 858 to Los Angeles may begin lining up outside gate 32 in five minutes. , seating, waiting, moving, departing
 Mr. Bennett will serve as acting vice president ------- a permanent replacement can be found. , since, long, until, then
 Changes to the company's office policy were introduced ------- so as not to disrupt the flow of work.  , urgently, commonly, gradually, repeatedly
" In the director's latest film, poor editing and complicated plot twists left many in the audience ------- in the end. ", confuse, confused, confusing, confusion
 Anyone caught using any type of digital device ------- the test is in progress will be asked to leave immediately. , soon, around, during, while
" Isolated from humans, the remote island developed a ------- of plant and animal life unseen anywhere else on the planet. ", diverse, diversity, diversify, diversely
 Growing up in a household with meager resources taught the young man to be ------- with financial decisions. , prudent, skilled, sentient, budgetary
 Ms. Gregory liked to conclude each lecture with a ------- discussion in which everyone was encouraged to voice their opinions. , stimulate, stimulated, stimulating, stimulation
 Projects that have not been planned properly are almost ------- plagued with cost overruns and long delays. , plentifully, rarely, customarily, invariably
" ------- in the late 1700s, St. Petersburg's Hermitage Museum houses a large collection of priceless Russian art. ", Build, To, Building, Built
 Doctors will need to ------- the patient to a series of tests before they can make an accurate diagnosis. , subject, inspect, evaluate, examine
 Establishing firm regulations that corporations must abide by creates an environment where businesses ------- on a level playing field. , competitive, competitors, compete, competitions
 Customers who would like to have their portraits taken in their homes must schedule a private ------- two weeks in advance.  , party, session, practice, residence
" Investigating allegations made against its CEO by a former employee, Gentry Industries has indicated that it prefers to keep the  matters -------.  ", internalize, internalizing, internally, internal
" Owing to a lack of interest, the community program has been shelved, ------- efforts among some citizens to revive it. ", despite, unless, except, unlike
" ------- approval by the bank, borrowers can expect to receive the full amount of their loans within just 15 working days. ", Ahead, On, Subsequent, In
" According to a statement made by the governor, a heavy fine will be ------- on factories that produce unhealthy levels of air pollution. ", offered, compiled, deposited, imposed
" Aiming for sustainability, the company manufactures backpacks made from recycled materials ------- conventional fabrics. ", on, rather, with, regardless
 Followers of the popular online video game have been ------- awaiting the release of the latest version ever since it was showcased last month. , officially, routinely, eagerly, instantly
" Taking care not to reveal too much information about the potential epidemic, the health minister answered reporters' questions ---------. ", guards, guarded, guardedly, guardedness
 The institute will be holding a series of training programs for  ---------- wanting to advance their knowledge of the teaching profession. , education, educators, educated, educational
" The Douglas Fir tree, though classified as softwood, yields a sufficiently ------- timber that can be used in a wide variety of construction projects. ", amenable, plausible, durable, indelible
" The angular design of a stealth aircraft allows it to deflect radar signals away from their source, thus helping it to avoid -------. ", legislation, perception, escalation, detection
" Because of the public attention, he ------- for making controversial statements on air, the radio host is considered a valuable commodity by the station's advertisers. ", draw, drawn, drawing, draws
" As he had explained the instructions for the book report -------, Mr. Graham was rather surprised when numerous students handed in their papers in the incorrect format. ", especially, righteously, repeatedly, ambiguously
 The engineers chosen to take part in the task force team have been discussing the problem concerning the machine's functionality and ------ are close to arriving at a solution. , it, that, they, who
 A small crowd of spectators watched ------- as a store clerk demonstrated the innovative features of Brighthome's new cleaning appliance. , curious, curiosity, curiously, curiosities
 All passengers are asked to fill out a declaration form beforehand ------- facilitate their passage through customs in a timely manner. , in, by, with, in
 The city of Tampa Bay will be ------- the first in a series of five championship games against its rivals from Columbus. , scoring, hosting, acquiring, initiating
 A newly ------- article in a widely read journal of surgery describes a procedure for implanting a mechanical heart in humans. , publish, published, publishing, publication
 Political philosophers have long argued that citizens who ------ engage in public life not only help their communities develop but also foster personal growth. , extremely, healthily, rapidly, actively
" Amid impending crisis, the chief executive maintained the  ------- of being in control in an attempt not to alarm his employees. ", pretending, pretended, pretense, pretend
" Quiet, comfortable, and receiving plenty of sunshine, the author's home office is highly ------- to long periods of writing. ", decorative, responsive, conducive, persuasive
" Painted on -------- appears to be animal skin, the simple designs and patterns are typical of the artwork created by prehistoric humans.  ", which, that, what, how
" During their annual meeting, shareholders questioned whether the company's management ------- all they could to prevent the decline in the value of their stock price.  ", do, done, has, had
