problem,0,1,2,3
 The human resources consultant the company hired made only minor ------- to the employee manual that we developed. , modify, modifications, modifying, modifier
 An article in the magazine talks about how more women are working today than at ------- time in the country's history. , either, much, most, any
 Karen and I enjoyed the concert even though we could ------- make out the performers on stage from where we were seated. , briefly, fairly, hardly, gradually
 Ms. Hastings spent several late nights at the office preparing ------- presentation for the board of directors. , she, her, hers, herself
 A series of classes on basic oil and watercolor ------- will be held at the Sunnyvale Community Center every Saturday in May. , paint, painter, painting, painted
 The CEO has ------- any knowledge of the illegal accounting practices that are said to be going on at Brewster Corporation. , deny, denies, denied, denying
 Hamlet Technology is in need of a ------- administrator to run its newly opened manufacturing facility in Mumbai. , capable, potential, continuous, distant
 The package insert clearly states that users should take this medication ------- meals to avoid an upset stomach. , at, for, on, with
 Pauline was able to land a summer job working ------- the counter at an equipment rental store that caters to tourists. , below, beneath, behind, beyond
 ------- many people showed up on the first day of the exhibit and some had to be turned away at the door. , Too, Only, Half, Even
 Sitting ------- the room from us in the hotel restaurant were some famous actors who had been shooting a movie in the area earlier that day.  , next, across, along, outside
" Over the coming days, the trainees will be taught how to apply all the ------- procedures currently being used by customer service personnel to handle inquiries and complaints. ", decent, standard, adoptive, symbolic
" ------- on Wednesday at the Palladium Theater will be The Matter, George Mallard's one-act play about a father and his newborn baby daughter. ", Displaying, Relating, Opening, Clearing
 The executive committee will need to act more ------- if it wants to take advantage of the business opportunity in Hong Kong. , gracefully, decisively, habitually, naturally
" The solution proposed by Ms. Roberts to slow down declining revenues will not, by -------, be enough to address the problem.  ", it, its, itself, its
" Having been a stable enterprise over its 20-year history, Granitas is now ------- positioned to dominate the country's energy industry. ", orderly, casually, worthily, uniquely
 A couple seated in front of us at the cinema might have talked ------- the entire movie if the attendant hadn't called their attention. , until, throughout, around, within
 Carter Stevens left a senior position at the shipping firm to launch an office ------- company catering to businesses in the greater Raleigh area.  , supply, supplied, suppliers, supplying
 It is ------- from the improved academic performance among the students in Ms. Arnold's class that she is a highly effective instructor. , candid, apparent, correct, transparent
" A voice came over the public address system to announce that all trains bound for Washington would be delayed, but did not explain -------.  ", also, still, why, because
 It will require a ------- investment of time and money from the company's founders to prevent the struggling business from falling into bankruptcy. , sizable, satisfied, grateful, pleasing
 Anna realized she had boarded the wrong bus when the driver went right ------- her usual stop on the corner of Gladstone Avenue. , toward, except, past, below
" Anthony Johnston has led a long and distinguished ------- in the publishing industry, but recently announced that he would be retiring at the end of May. ", progress, system, career, category
" If Coach Brooks has ------- one wish for the team this season, it is that they defeat their rivals from Roosevelt High School. ", for, only, that, besides
 Mr. Parker is known to his colleagues as a calm and collected manager who ------- succumbs to emotional outbursts in the workplace. , never, since, less, extra
" Under the new law, Internet service providers could be ------- to block their users' access to Web sites that permit the sharing of copyrighted content. ", granted, obliged, endorsed, obstructed
" Governor Stefani made a ------- choice to vacate his post at the end of his term, but indicated that he may run for higher office in the future. ", deliberate, deliberately, deliberating, deliberation
" With the deadline for the annual report ------them, the staff in the accounting department had to work quickly to verify all their figures.   ", into, onto, through, upon
" Investors are optimistic that with construction ------- according to schedule, the Stateland Mall may be open to the public in time for the holiday shopping season. ", proceed, proceeded, proceeds, proceeding
 Management will need to give careful ------- to the possible consequences of whichever course of action it chooses to embark on. , reaction, consideration, expectation, preparation
 Members of the losing party are questioning the ------ of last week's election results and are demanding that the votes be counted once more. , valid, validity, least, more
" ------- something is done to improve the program's dwindling ratings, the network heads will likely cancel it before the season ends. ", Provided, Indeed, Unless, Instead
 The gentleman living in apartment 22-B has neglected to pay his rent for several months and will be likely to -------  an eviction notice any day now. , receive, post, report, assign
 The majority of customers who responded to the online survey said that they find the new look of Ambler's Web site -------. , appeal, appealing, appealed, appealingly
" The project plan was finally approved by the client this morning, so the manager now wants everyone to focus on its -------. ", category, settlement, execution, rendering
" Dr. Hopkins, who has ------- studied the effects of commercial activity on fish populations, will publish her findings in next month's issue of the Marine Life journal. ", thoroughly, abundantly, obediently, ultimately
 A campus-wide poll shows that many of the students share the ------- that Kramer University needs to allocate a percentage of its yearly budget toward upgrading the school's research facilities. , assumption, hypothesis, opinion, summary
 A spokesperson ------- Hamilton's residents attended the meeting held between the city council and the energy company to ensure that the community's concerns would be properly addressed. , on, on, for, by
" The state's agricultural sector could experience an ------- shortage of water, as weather experts predict that little rain will fall over the region this year. ", acute, authentic, explicit, instant
" In her capacity as a consumer-rights -------, Ms. Belvedere has been able to compel lawmakers to enact regulations governing the safety of a number of household products. ", dependent, proprietor, subordinate, advocate
