problem,0,1,2,3
 A city engineer must check the architectural plans to ensure that they ------- to local zoning regulations. , approach, conform, resemble, convey
 Volunteers for this weekend's event are asked to show up at the venue at least half an hour ------- their scheduled shift begins to receive some final instructions. , minus, around, before, unless
" Customers are encouraged to use Verriclean every day to prevent the ------- of dust, dirt, and grease on stovetops, countertops, and other kitchen surfaces. ", occupation, complication, habitation, accumulation
" Based on the Ambrosia's performance over the past three quarters, it looks ------- the company will be able to surpass its revenue target for the year. ", as, although, whether, because
 Ideal candidates for the research position must be self-disciplined and have the ability to complete their assigned tasks -------. , independent, independence, more, independently
" A regular guest on WTN's Global Cash Flow,  ------- Erica Samuels is known for providing keen insight into international trade policy issues. ", analyze, analyst, analyzes, analysis
" Despite having ------- no previous experience in construction, Mr. Humphreys became a contractor and now makes a good living buying and renovating old homes.  ", rather, once, almost, still
" To get the most accurate ------- possible, car owners must provide detailed information about their vehicles, including its mileage, condition, and repair history.  ", assumption, appraisal, inquiry, declaration
 The board of directors asked Mr. Edmunds to resign after deciding he had acted ------- the interests of shareholders when he approved substantial bonuses for managers. , against, across, above, aside
" ------- turns driving, Jared and Emily managed to make the trip from New York to Miami in a little under 18 hours. ", Take, Takes, Taken, Taking
 The firm of Coleman and Hawkins had already established ------- as one of the city's leading law practices by the time Ms. Ambrose signed on as a partner. , it, its, its, itself
" Over budget and delayed by six months, Hammersmith Films' latest movie, Star Jumper, is quickly becoming one of the ------- projects ever undertaken by the company. ", costly, costlier, costliest, costliness
" Trina Watson, Chimera's current and longest-serving executive editor, ------- thousands of articles throughout her 30-year career at the magazine. ", reviews, reviewing, has, had
" The Organization for Women's Welfare began its online petition just three days ago and ------- this morning has over 10,000 signatures. ", as, close, as, out
" To avoid the possibility of a financial ------- of interest, Mr. Anderson had to sell all his shares in Alvectra Power prior to assuming a seat on the State Energy Authority.  ", struggle, agreement, conflict, engagement
" The graphic designer would like to gather information about the company first and figure out how it sells its products, and ------- he will come up with a few proposals for the Web site. ", then, there, thus, therefore
 Corporate policy ------- prohibits the personal use of company vehicles except when authorized in advance by a department manager.  , morally, expressly, perfectly, outrageously
" The country's shorelines ------- from erosion by a system of dams, dikes, and seawalls but remain vulnerable to sea level rises caused by global warming. ", protect, protecting, are, have
" During the teambuilding seminar, participants were presented with a series of ------- exercises, which they had to solve as a group.    ", challenge, challenges, challenging, challenged
 Stephen accepted a job last month that provides him with ------- money than he used to earn but more time to spend pursuing his passions. , less, half, some, part
 The head of marketing has called for a meeting with all the executives to discuss ------- raised by customers in a recently completed online survey. , concern, concerns, concerned, concerning
" Dr. Mornay, a ------- authority on consumer psychology, will be joining the program later this afternoon to talk about her latest book, Choosing Wisely. ", recognize, recognizes, recognized, recognizing
" In his memoir, Mr. Ewing talks about how he might ------- have gone off to college had he not received the encouragement of some of his professors at Roosevelt High School. ", soon, next, late, never
" Top-performing athletes are gifted with natural talent, but they also succeed by having the determination to ------- physical limitations. ", overcome, overpower, overwhelm, overthrow
 Medical experts have long suggested that getting enough sleep is ------- to maintaining a healthy lifestyle and new studies show just how harmful the lack of it can be. , critic, critical, criticize, criticism
 The International Fair Labor Association is pushing for strict legislation that would hold manufacturers ------- for the work practices of their overseas suppliers and contractors. , reliable, dependable, accountable, objectionable
" Under the guidance of a trained physical therapist, patients who have recently undergone hip surgery will quickly learn to walk again -------. ", inevitable, distinctive, nonbinding, unassisted
" Students are forbidden to use calculators, mobile phones, and ------- electronic devices while an examination is in progress. ", others, another, other, the
" On its Web site, Wideband Internet’s updated agreement with residential clients clearly states that the company _____ itself to providing quality broadband service. ", commits, commission, committed, committing
 Author and speaker Thomas Warren will be at the L.A. Civic Auditorium this weekend to talk about ------- lucrative investment opportunities and ideas for small businesses.  , boldly, exactly, worthily, potentially
 The CEO believes that hiring an outside consultant to observe and evaluate the company will ultimately lead to a more ------- assessment of its problems than relying on internal members. , exterior, accurate, conservative, appealing
" The battery developed by Taiwan's Pinlau Corporation lasts longer than any previous variety, thereby requiring smartphones that use it to be charged less -------. ", frequent, frequency, frequently, frequencies
 Customers that have bought products whose model numbers are listed in the manufacturer's recall order may call the company's hotline to learn about having their items -------. , replace, replacing, replaced, to
" When calculating their future income needs, people must remember to ------- for inflation, because price increases will almost certainly reduce the value of any money they expect to earn. ", compose, adjust, oppose, settle
" ------- the size of the Chinese market for certain consumer goods, Lisbeth Cosmetics believes it can be moderately successful with its product lines while still achieving substantial revenues. ", Given, Alongside, Subsequent, By
 Venezuela's Ministry of the Arts has announced it will introduce a cultural exchange program with its counterpart in Colombia as a way to ------- goodwill between the two countries. , foster, excite, impress, convince
" The chief  financial officer warned the board that with the manufacturer's resources  -------, it would be difficult to fund their expansion plans for the coming year. ", undermined, merged, exhausted, subsidized
" In an interview, the founder of technology startup Blazenware revealed that he'd like to hire an experienced CEO to steer his firm toward growth  ------- it has been firmly established. ", else, supposing, even, now
" Asking the salespeople to behave ------- they were owners of the store, the manager hoped to instill in them a greater sense of responsibility for their actions. ", until, as, so, whenever
 Students participating in the university's scholarship program will receive full financial support throughout their four-year education ------- they continue to meet the eligibility requirements.  , in, so, at, in
