problem,0,1,2,3
" Ms. Hong’s luggage was only ------- overweight, so the airline did not charge her for excess baggage. ", totally, heavily, slightly, reservedly
 The first speaker at the conference will speak ------- the health benefits of herbal medication.  , with, about, into, over
" The venue the company regularly uses for its annual awards ceremony was booked, so organizers were forced to find -------. ", other, many, another, each
 Ms. Andrews would prefer ------- the terms of the supply contract in person at her office on Mansfield Avenue. , negotiated, negotiates, negotiator, negotiating
" The advertising team had worked ------- on the campaign, and the executive board was very impressed with the results.  ", hard, hardly, hardness, harden
" The laboratory was installed with a monitoring system, as the room contains a large amount of ------- research equipment that could be stolen. ", outdated, valuable, protected, optional
" The transit authority ------- that the city pay for the construction of a subway system, as traffic congestion has become a problem.  ", accused, proposed, recruited, acquired
" Ms. Davis ------- offered her assistant Albert the opportunity to attend evening classes paid for by the firm, and he happily accepted. ", hopefully, regrettably, satisfactorily, generously
" Although forecasters have said there will be rain this weekend, events at the county fair will carry on -------. ", regardless, regarded, regard, regarding
 Many attendees have booked rooms at Edwin Hotel as it is ------- walking distance of the convention center hosting the trade fair. , beside, into, away, within
" Following the discussions, Ms. Lyons said that she would have her associate ------- the contract in order to include the new terms.  ", modifying, modified, modify, be
" Food service is not available after 10 P.M. in the business class lounge, but travelers may help ------- to a selection of beverages. ", themselves, their, they, them
" Breakfast and lunch will be provided during the medical convention in Paris, but evening meals are the ------- of attendees. ", possibility, affordability, responsibility, hospitality
" Glen asked for ------- from his superior to take some time off to take part in a friend’s wedding, and she approved the request. ", permission, qualification, admission, conclusion
 Rainforest Development’s construction cost estimates ---- by a team of experienced engineering experts. , are, to, calculating, calculated
" ------- expenses incurred during business trips will be covered by the company, as funds are budgeted for unforeseeable circumstances. ", Probable, Unexpected, Predictable, Infirm
" Although there were reshoots and additional edits, the studio ------- managed to release the film on the scheduled date.  ", yet, since, still, ever
" A reviewer remarked in yesterday’s newspaper, that the new Latin American restaurant on 15th Avenue ------- very authentic dishes.  ", serve, serving, serves, is
 Dr. Noble thanked the sponsors for their financial support ------- the hospital’s staff and administrative board.  , on, in, in, on
" The consultant’s suggestions were ------- action, and the factory reported improvements within the first month after doing so.  ", removed, put, related, applied
 Passengers are required to return to their seats ------- the captain switches on the seatbelt sign.  , however, whoever, whatever, whenever
" A spokesperson named the ------- for the Broadcast TV Awards yesterday, saying that winners would be announced at a ceremony on May 2. ", recipients, nominees, residents, opponents
 Shuttle and taxi transportation to local towns can be arranged with staff ------- the resort’s main entrance.  , out, at, to, on
 Professor Nash was offered a teaching position from the university ------- he earned his doctoral degree in physics.  , who, how, why, where
" As the tropical storm was one of the worst in the region’s history, it caused ------- damage to structures in its path.  ", minimal, severe, slight, sharp
 The ------- illustrations on the ink cartridge packaging make it easy for users to install the replacements in their printers.  , simplify, simplification, simply, simple
" Chatterley Enterprises decided to build a warehouse just outside of city limits, as it lacks sufficient ------- for its products.  ", price, guarantee, storage, finance
 It was the mayor’s ------- that the local economy could be improved by offering tax incentives to manufacturers. , believe, believer, belief, believes
" Administration informed staff the office would be closed on Friday for maintenance work, so the team managers adjusted schedules -------. ", usually, accordingly, occasionally, potentially
" As the deadline had been moved up, assignments for the Langley project were -------, and employees were asked to complete them before starting on anything else.  ", generalized, enabled, prioritized, notified
 ------- the event planner had already selected the venue for the product launch pleased the client immensely. , This, What, There, That
" For their own security, bank clients are urged to regularly change their access ------- for both debit and credit cards. ", coder, coding, coded, codes
 The camping tour participants were told to bring summer clothing for the trip ------- light jackets because temperatures drop during the evening hours. , as, instead, in, either
" The archaeological team ------- researched the history of the site in Libya before beginning any excavations, in an effort to be prepared for what they might discover.  ", exhaustively, tentatively, surprisingly, impractically
 Volunteers at the festival wore yellow T-shirts and nametags ------- they were easily identifiable by visitors requiring assistance or information.  , except, once, so, though
 Fruitvale Delectable is well-known in the food industry for offering its employees attractive benefits packages which  ------- dental coverage and life insurance.  , eliminate, include, prevent, decide
" Bates Aeronautics has recently ------- its closest rival, Bradbury Aircrafts, as the leading producer of commercial jets in the nation.  ", overtake, overtook, overtaken, overtaking
" The museum seemed ------- new after it underwent the renovation, and most citizens agree that the results were worth the financial investment.  ", complete, completely, completed, completion
 The job posting for Bennett Law Firm’s legal aid position specifies that only ------- applicants will be contacted for interviews with the human resources department. , eligible, regretful, persistent, vacant
" City regulations regarding disposal of recyclable materials are strictly -------, and those not adhering to the laws face sizable fines.  ", prohibited, encouraged, persuaded, enforced
